lat,lon,date,species,fishing_hours
-26.5,-71.0,2022-03-01,Sardina Española,28.4
-26.5,-72.0,2024-06-01,Sardina Común,39.2
-26.5,-71.0,2024-06-01,Sardina Española,24.4
-26.5,-71.0,2021-07-01,Sardina Española,2.1
-26.5,-73.0,2019-06-01,Anchoveta,15.8
-26.5,-72.5,2019-07-01,Sardina Común,164.6
-26.5,-72.0,2021-06-01,Jurel,42.5
-26.5,-80.0,2024-12-01,Anchoveta,0.8
-26.5,-74.5,2022-09-01,Jurel,3.8
-26.5,-72.0,2019-09-01,Sardina Española,0.5
-26.5,-71.0,2020-09-01,Anchoveta,12.0
-26.5,-71.5,2022-07-01,Sardina Española,7.5
-26.5,-71.5,2024-11-01,Sardina Común,4.0
-26.5,-73.0,2022-09-01,Jurel,8.3
-26.5,-73.5,2021-07-01,Anchoveta,122.2
-26.5,-71.0,2021-03-01,Sardina Común,7.7
-26.5,-71.0,2022-05-01,Anchoveta,80.4
-26.5,-71.0,2021-09-01,Anchoveta,2.9
-26.5,-73.0,2021-07-01,Sardina Española,43.8
-26.5,-71.5,2022-12-01,Jurel,3.2
-26.5,-71.5,2020-04-01,Sardina Común,230.0
-26.5,-72.0,2022-08-01,Sardina Común,3.8
-26.5,-71.0,2023-12-01,Sardina Española,6.6
-26.5,-71.0,2020-05-01,Anchoveta,941.7
-26.5,-71.0,2019-02-01,Sardina Común,22.6
-26.5,-71.0,2021-05-01,Jurel,176.3
-26.5,-71.0,2021-05-01,Anchoveta,176.3
-26.5,-71.5,2019-09-01,Sardina Española,0.3
-26.5,-71.0,2024-11-01,Jurel,16.5
-26.5,-71.0,2024-06-01,Jurel,45.4
-26.5,-71.5,2019-06-01,Sardina Común,287.0
-26.5,-71.0,2019-09-01,Jurel,34.5
-26.5,-71.0,2020-01-01,Anchoveta,142.7
-26.5,-73.0,2023-10-01,Sardina Española,6.0
-26.5,-71.5,2022-06-01,Sardina Común,623.8
-26.5,-71.5,2020-04-01,Sardina Española,108.0
-26.5,-71.0,2019-09-01,Anchoveta,28.8
-26.5,-73.5,2022-09-01,Sardina Española,4.3
-26.5,-71.0,2022-05-01,Sardina Común,21.5
-26.5,-72.5,2019-06-01,Sardina Española,57.5
-26.5,-71.5,2023-11-01,Sardina Común,6.5
-26.5,-71.0,2022-04-01,Sardina Común,2.4
-26.5,-71.5,2021-09-01,Sardina Común,4.0
-26.5,-71.0,2022-06-01,Sardina Común,158.1
-26.5,-75.0,2019-09-01,Jurel,0.3
-26.5,-71.0,2023-11-01,Jurel,64.6
-26.5,-71.0,2022-11-01,Sardina Española,0.7
-26.5,-71.0,2021-03-01,Anchoveta,14.9
-26.5,-71.0,2024-03-01,Anchoveta,96.0
-26.5,-72.0,2019-06-01,Sardina Común,90.0
-26.5,-71.0,2022-05-01,Sardina Española,24.1
-26.5,-71.5,2021-06-01,Sardina Española,40.0
-26.5,-72.0,2023-06-01,Anchoveta,520.8
-26.5,-71.5,2020-04-01,Anchoveta,230.0
-26.5,-71.5,2021-05-01,Sardina Común,45.3
-26.5,-72.5,2023-07-01,Jurel,15.0
-26.5,-71.0,2024-03-01,Sardina Española,29.8
-26.5,-71.5,2019-11-01,Jurel,2.8
-26.5,-72.0,2024-05-01,Anchoveta,287.0
-26.5,-71.0,2021-08-01,Anchoveta,17.6
-26.5,-71.5,2019-12-01,Sardina Común,6.5
-26.5,-74.0,2022-06-01,Anchoveta,15.3
-26.5,-71.5,2023-06-01,Anchoveta,29.9
-26.5,-71.0,2020-04-01,Sardina Española,208.6
-26.5,-71.0,2020-07-01,Anchoveta,105.0
-26.5,-71.0,2021-08-01,Sardina Española,3.5
-26.5,-71.0,2020-09-01,Jurel,12.0
-26.5,-72.0,2019-05-01,Sardina Española,376.2
-26.5,-71.5,2019-05-01,Sardina Española,432.6
-26.5,-73.0,2021-07-01,Sardina Común,176.3
-26.5,-71.5,2024-05-01,Sardina Común,427.1
-26.5,-72.0,2022-08-01,Anchoveta,3.8
-26.5,-71.5,2020-04-01,Jurel,298.7
-26.5,-71.0,2023-12-01,Sardina Común,1.8
-26.5,-71.0,2021-03-01,Sardina Española,4.3
-26.5,-71.0,2020-04-01,Sardina Común,52.5
-26.5,-71.0,2024-12-01,Jurel,18.5
-26.5,-72.5,2019-08-01,Sardina Española,7.0
-26.5,-73.0,2020-07-01,Jurel,2.5
-26.5,-71.5,2024-11-01,Jurel,5.0
-26.5,-71.0,2024-04-01,Sardina Española,15.5
-26.5,-71.0,2024-05-01,Sardina Común,0.5
-26.5,-72.5,2019-06-01,Jurel,108.5
-26.5,-72.0,2019-09-01,Anchoveta,0.5
-26.5,-72.5,2024-06-01,Sardina Común,13.7
-26.5,-73.5,2019-06-01,Sardina Común,25.3
-26.5,-71.0,2022-08-01,Sardina Común,8.0
-26.5,-71.0,2021-11-01,Sardina Común,10.5
-26.5,-71.0,2021-10-01,Jurel,5.5
-26.5,-71.0,2019-10-01,Sardina Española,6.8
-26.5,-71.0,2020-08-01,Sardina Común,4.0
-26.5,-71.5,2021-07-01,Anchoveta,3.0
-26.5,-80.0,2024-12-01,Sardina Española,0.8
-26.5,-75.0,2019-09-01,Sardina Común,0.3
-26.5,-80.0,2024-12-01,Sardina Común,0.8
-26.5,-80.0,2019-11-01,Sardina Española,0.3
-26.5,-71.0,2020-05-01,Sardina Común,505.4
-26.5,-71.0,2019-02-01,Anchoveta,147.7
-26.5,-71.0,2021-02-01,Sardina Común,23.9
-26.5,-71.0,2021-04-01,Jurel,197.2
-26.5,-71.0,2020-03-01,Sardina Española,58.3
-26.5,-71.0,2022-08-01,Jurel,8.0
-26.5,-71.5,2021-10-01,Anchoveta,3.0
-26.5,-74.0,2022-06-01,Sardina Común,15.3
-26.5,-71.5,2023-10-01,Jurel,1.5
-26.5,-71.0,2020-06-01,Anchoveta,271.2
-26.5,-73.5,2022-09-01,Jurel,4.3
-26.5,-71.0,2022-10-01,Sardina Común,1.8
-26.5,-73.0,2019-08-01,Sardina Española,0.3
-26.5,-73.5,2021-07-01,Jurel,122.2
-26.5,-71.0,2024-12-01,Anchoveta,18.5
-26.5,-71.0,2023-11-01,Sardina Española,28.7
-26.5,-71.0,2024-07-01,Anchoveta,0.8
-26.5,-71.5,2019-06-01,Anchoveta,287.4
-26.5,-71.0,2021-06-01,Sardina Común,44.8
-26.5,-71.0,2022-12-01,Sardina Común,1.2
-26.5,-71.5,2022-08-01,Sardina Común,6.8
-26.5,-72.5,2021-07-01,Jurel,1288.1
-26.5,-71.0,2024-03-01,Sardina Común,14.4
-26.5,-72.0,2019-05-01,Sardina Común,293.5
-26.5,-71.5,2019-05-01,Jurel,222.4
-26.5,-72.5,2023-06-01,Sardina Española,418.8
-26.5,-73.0,2023-10-01,Anchoveta,2.0
-26.5,-72.0,2021-07-01,Sardina Española,241.5
-26.5,-71.0,2022-11-01,Jurel,0.7
-26.5,-72.0,2022-07-01,Sardina Común,3.3
-26.5,-71.0,2021-10-01,Anchoveta,4.5
-26.5,-71.0,2022-11-01,Anchoveta,0.7
-26.5,-71.5,2019-03-01,Anchoveta,0.1
-26.5,-72.5,2023-06-01,Sardina Común,338.7
-26.5,-71.5,2019-07-01,Sardina Española,8.9
-26.5,-71.5,2021-05-01,Jurel,45.3
-26.5,-74.5,2022-09-01,Sardina Común,3.8
-26.5,-71.0,2024-05-01,Jurel,0.5
-26.5,-71.0,2019-06-01,Sardina Común,131.4
-26.5,-71.0,2023-07-01,Jurel,22.8
-26.5,-71.0,2024-12-01,Sardina Española,12.4
-26.5,-71.0,2024-09-01,Anchoveta,2.3
-26.5,-72.0,2019-09-01,Sardina Común,0.5
-26.5,-72.0,2021-08-01,Sardina Común,0.8
-26.5,-73.0,2020-07-01,Anchoveta,2.5
-26.5,-73.0,2019-06-01,Sardina Común,15.8
-26.5,-72.0,2023-06-01,Sardina Común,520.8
-26.5,-71.0,2022-08-01,Anchoveta,8.0
-26.5,-71.5,2020-06-01,Anchoveta,10.3
-26.5,-71.0,2024-06-01,Sardina Común,8.5
-26.5,-71.5,2024-07-01,Anchoveta,8.0
-26.5,-71.0,2019-07-01,Jurel,79.5
-26.5,-71.0,2024-04-01,Anchoveta,21.4
-26.5,-73.5,2019-06-01,Sardina Española,25.3
-26.5,-71.5,2021-10-01,Jurel,3.0
-26.5,-71.0,2022-10-01,Jurel,1.8
-26.5,-71.0,2021-09-01,Sardina Común,2.8
-26.5,-71.0,2024-06-01,Anchoveta,45.4
-26.5,-71.0,2019-11-01,Jurel,4.4
-26.5,-71.5,2019-11-01,Anchoveta,2.8
-26.5,-71.5,2021-10-01,Sardina Española,3.0
-26.5,-71.5,2021-10-01,Sardina Común,3.0
-26.5,-71.0,2024-08-01,Sardina Española,0.8
-26.5,-71.5,2024-11-01,Sardina Española,1.0
-26.5,-72.0,2024-06-01,Sardina Española,1.8
-26.5,-71.0,2024-05-01,Anchoveta,0.5
-26.5,-72.0,2019-05-01,Jurel,390.5
-26.5,-80.0,2024-12-01,Jurel,0.8
-26.5,-71.0,2019-12-01,Sardina Común,21.7
-26.5,-72.0,2022-07-01,Jurel,1.8
-26.5,-72.5,2024-06-01,Sardina Española,1.5
-26.5,-71.0,2019-10-01,Anchoveta,10.9
-26.5,-71.5,2022-10-01,Sardina Española,3.8
-26.5,-71.5,2020-08-01,Jurel,0.5
-26.5,-71.0,2019-12-01,Anchoveta,31.6
-26.5,-71.5,2022-06-01,Sardina Española,401.5
-26.5,-72.0,2023-05-01,Jurel,7.3
-26.5,-71.0,2021-06-01,Sardina Española,11.6
-26.5,-72.5,2023-07-01,Anchoveta,15.0
-26.5,-71.0,2019-10-01,Jurel,8.7
-26.5,-71.0,2021-05-01,Sardina Común,38.2
-26.5,-72.0,2024-05-01,Sardina Común,287.0
-26.5,-71.0,2022-02-01,Jurel,4.9
-26.5,-72.0,2019-04-01,Jurel,21.1
-26.5,-71.0,2020-06-01,Sardina Común,69.4
-26.5,-73.0,2019-07-01,Sardina Común,373.0
-26.5,-71.5,2019-08-01,Jurel,6.8
-26.5,-71.0,2020-07-01,Sardina Española,30.1
-26.5,-71.0,2020-02-01,Sardina Común,14.0
-26.5,-71.0,2020-07-01,Jurel,105.0
-26.5,-71.5,2021-09-01,Sardina Española,4.0
-26.5,-72.0,2019-04-01,Sardina Española,21.1
-26.5,-72.0,2019-09-01,Jurel,0.5
-26.5,-71.0,2021-04-01,Sardina Común,51.0
-26.5,-71.5,2021-04-01,Sardina Española,5.8
-26.5,-71.5,2023-11-01,Anchoveta,30.2
-26.5,-72.0,2021-08-01,Sardina Española,0.8
-26.5,-71.0,2020-03-01,Jurel,215.5
-26.5,-71.5,2021-04-01,Jurel,5.8
-26.5,-72.5,2019-06-01,Sardina Común,84.3
-26.5,-71.5,2019-09-01,Sardina Común,0.3
-26.5,-71.0,2022-03-01,Anchoveta,95.0
-26.5,-71.5,2019-08-01,Sardina Española,11.3
-26.5,-71.0,2024-08-01,Anchoveta,0.8
-26.5,-71.5,2019-06-01,Sardina Española,56.5
-26.0,-71.5,2022-06-01,Jurel,64.6
-26.0,-73.5,2021-07-01,Sardina Común,14.3
-26.0,-72.0,2019-07-01,Sardina Común,3.3
-26.0,-71.0,2024-07-01,Anchoveta,2.3
-26.0,-73.5,2019-08-01,Anchoveta,9.0
-26.0,-71.5,2021-06-01,Jurel,170.5
-26.0,-71.5,2021-04-01,Sardina Española,7.0
-26.0,-71.0,2019-05-01,Jurel,0.8
-26.0,-72.5,2023-06-01,Sardina Común,469.8
-26.0,-73.5,2021-06-01,Sardina Española,54.0
-26.0,-71.0,2023-11-01,Jurel,7.3
-26.0,-72.0,2019-09-01,Sardina Común,5.3
-26.0,-72.0,2023-06-01,Jurel,189.0
-26.0,-73.5,2020-08-01,Jurel,1.3
-26.0,-71.0,2019-05-01,Sardina Común,0.8
-26.0,-74.5,2022-09-01,Anchoveta,2.0
-26.0,-73.5,2021-07-01,Sardina Española,10.3
-26.0,-71.0,2021-10-01,Sardina Común,3.0
-26.0,-71.0,2019-09-01,Jurel,3.8
-26.0,-73.5,2020-08-01,Sardina Española,4.0
-26.0,-72.0,2020-06-01,Jurel,22.5
-26.0,-73.5,2023-10-01,Anchoveta,3.5
-26.0,-72.0,2022-06-01,Sardina Española,266.8
-26.0,-72.5,2022-06-01,Sardina Española,20.0
-26.0,-71.0,2021-09-01,Sardina Española,0.5
-26.0,-71.5,2024-06-01,Anchoveta,50.8
-26.0,-71.0,2024-06-01,Anchoveta,0.5
-26.0,-71.0,2020-04-01,Jurel,6.8
-26.0,-71.0,2021-06-01,Sardina Común,37.1
-26.0,-73.5,2019-07-01,Sardina Española,1.5
-26.0,-73.0,2023-10-01,Sardina Española,5.8
-26.0,-71.0,2024-04-01,Sardina Española,41.5
-26.0,-71.0,2024-06-01,Jurel,0.3
-26.0,-72.0,2019-05-01,Anchoveta,361.4
-26.0,-71.5,2019-08-01,Jurel,10.5
-26.0,-71.5,2020-07-01,Sardina Común,14.0
-26.0,-71.0,2021-07-01,Anchoveta,1.8
-26.0,-72.0,2019-06-01,Sardina Española,365.3
-26.0,-73.0,2022-09-01,Jurel,7.3
-26.0,-72.5,2020-08-01,Anchoveta,0.5
-26.0,-71.0,2024-10-01,Sardina Común,31.8
-26.0,-72.0,2020-06-01,Sardina Común,22.5
-26.0,-71.0,2024-05-01,Anchoveta,2.0
-26.0,-72.0,2019-05-01,Sardina Común,361.4
-26.0,-72.0,2020-07-01,Jurel,0.5
-26.0,-71.0,2024-05-01,Sardina Común,2.0
-26.0,-71.5,2021-04-01,Anchoveta,7.0
-26.0,-72.0,2019-09-01,Sardina Española,5.3
-26.0,-71.5,2022-07-01,Sardina Española,20.3
-26.0,-73.0,2023-06-01,Jurel,36.5
-26.0,-73.5,2022-09-01,Sardina Española,2.5
-26.0,-72.5,2023-06-01,Jurel,508.8
-26.0,-71.5,2024-05-01,Anchoveta,81.8
-26.0,-72.5,2023-06-01,Sardina Española,320.0
-26.0,-73.0,2019-08-01,Jurel,64.8
-26.0,-72.5,2023-06-01,Anchoveta,469.8
-26.0,-71.0,2024-08-01,Sardina Común,1.3
-26.0,-72.0,2022-08-01,Sardina Española,9.3
-26.0,-71.0,2021-10-01,Jurel,8.0
-26.0,-73.5,2021-07-01,Anchoveta,14.3
-26.0,-71.5,2019-06-01,Sardina Común,301.7
-26.0,-72.0,2019-06-01,Anchoveta,503.4
-26.0,-71.0,2019-03-01,Jurel,0.8
-26.0,-72.0,2024-06-01,Sardina Común,2.3
-26.0,-71.5,2021-07-01,Sardina Común,0.3
-26.0,-72.0,2023-06-01,Sardina Común,325.8
-26.0,-72.0,2024-06-01,Anchoveta,2.3
-26.0,-72.5,2022-07-01,Anchoveta,5.3
-26.0,-73.5,2023-10-01,Sardina Común,3.5
-26.0,-73.0,2019-07-01,Jurel,43.8
-26.0,-72.0,2022-06-01,Sardina Común,521.8
-26.0,-71.0,2024-07-01,Jurel,2.3
-26.0,-72.5,2021-07-01,Sardina Española,54.8
-26.0,-71.0,2021-09-01,Jurel,7.5
-26.0,-71.0,2019-05-01,Anchoveta,0.8
-26.0,-71.5,2024-06-01,Sardina Española,13.5
-26.0,-71.5,2024-05-01,Sardina Española,85.0
-26.0,-71.5,2024-05-01,Jurel,63.0
-26.0,-71.5,2024-05-01,Sardina Común,81.8
-26.0,-71.5,2022-10-01,Sardina Común,0.3
-26.0,-71.0,2022-06-01,Jurel,48.0
-26.0,-71.5,2020-04-01,Sardina Común,14.0
-26.0,-72.0,2019-07-01,Anchoveta,3.3
-26.0,-72.5,2019-08-01,Sardina Común,0.3
-26.0,-72.0,2022-07-01,Sardina Española,78.5
-26.0,-71.5,2022-06-01,Sardina Común,69.1
-26.0,-71.5,2020-06-01,Jurel,98.3
-26.0,-71.0,2024-05-01,Sardina Española,2.3
-26.0,-73.0,2023-06-01,Sardina Española,43.8
-26.0,-72.0,2021-07-01,Anchoveta,232.5
-26.0,-72.5,2022-07-01,Sardina Común,5.3
-26.0,-71.0,2020-05-01,Sardina Española,7.5
-26.0,-71.0,2022-02-01,Anchoveta,2.6
-26.0,-71.5,2020-04-01,Jurel,14.0
-26.0,-71.0,2020-04-01,Sardina Española,14.0
-26.0,-71.0,2021-07-01,Sardina Común,1.8
-26.0,-71.0,2020-07-01,Sardina Española,39.5
-26.0,-73.0,2021-07-01,Jurel,0.5
-26.0,-72.0,2020-07-01,Anchoveta,0.5
-26.0,-71.0,2019-08-01,Sardina Española,21.8
-26.0,-73.5,2022-09-01,Jurel,2.5
-26.0,-71.0,2021-10-01,Sardina Española,8.0
-26.0,-72.0,2022-08-01,Sardina Común,9.3
-26.0,-72.0,2020-08-01,Anchoveta,7.3
-26.0,-73.5,2020-08-01,Anchoveta,2.7
-26.0,-71.0,2022-10-01,Sardina Común,1.8
-26.0,-71.0,2019-09-01,Sardina Española,0.3
-26.0,-71.5,2023-06-01,Jurel,11.6
-26.0,-72.0,2019-05-01,Jurel,371.9
-26.0,-72.5,2022-06-01,Jurel,105.2
-26.0,-71.5,2019-09-01,Jurel,4.5
-26.0,-72.0,2022-07-01,Anchoveta,22.3
-26.0,-74.5,2022-09-01,Jurel,2.0
-26.0,-72.0,2024-05-01,Sardina Común,118.5
-26.0,-71.0,2024-08-01,Jurel,1.3
-26.0,-71.5,2024-07-01,Jurel,5.8
-26.0,-72.0,2022-07-01,Jurel,19.5
-26.0,-71.5,2019-06-01,Sardina Española,281.5
-26.0,-72.5,2019-06-01,Sardina Común,74.0
-26.0,-72.5,2019-08-01,Sardina Española,0.3
-26.0,-72.5,2019-08-01,Anchoveta,0.3
-26.0,-71.5,2020-05-01,Jurel,42.0
-26.0,-71.0,2019-10-01,Sardina Común,8.8
-26.0,-73.0,2019-07-01,Anchoveta,56.0
-26.0,-71.5,2022-10-01,Anchoveta,0.3
-26.0,-71.0,2020-04-01,Anchoveta,6.8
-26.0,-71.0,2019-06-01,Sardina Común,4.3
-26.0,-71.5,2019-05-01,Sardina Española,316.6
-26.0,-72.0,2019-07-01,Jurel,3.3
-26.0,-71.5,2021-08-01,Jurel,1.3
-26.0,-71.0,2022-06-01,Sardina Española,15.5
-26.0,-71.5,2019-06-01,Anchoveta,301.7
-26.0,-72.0,2020-08-01,Sardina Común,7.3
-26.0,-71.5,2022-06-01,Sardina Española,39.8
-26.0,-71.5,2023-06-01,Anchoveta,12.1
-26.0,-71.5,2019-05-01,Anchoveta,220.4
-26.0,-73.0,2023-06-01,Anchoveta,36.5
-26.0,-73.0,2019-08-01,Sardina Española,55.8
-26.0,-71.0,2019-10-01,Sardina Española,33.5
-26.0,-72.5,2019-07-01,Jurel,35.7
-26.0,-71.0,2021-09-01,Anchoveta,7.5
-26.0,-72.5,2019-06-01,Sardina Española,15.2
-26.0,-71.0,2021-06-01,Jurel,37.1
-26.0,-71.0,2022-10-01,Anchoveta,1.8
-26.0,-71.0,2019-03-01,Anchoveta,0.8
-26.0,-72.5,2019-07-01,Anchoveta,36.2
-26.0,-71.5,2021-07-01,Anchoveta,0.3
-26.0,-71.5,2020-06-01,Sardina Española,85.5
-26.0,-71.5,2019-07-01,Sardina Española,1.8
-26.0,-73.5,2022-09-01,Sardina Común,2.5
-26.0,-72.0,2019-08-01,Anchoveta,6.5
-26.0,-71.5,2022-10-01,Sardina Española,0.3
-26.0,-71.5,2023-06-01,Sardina Española,2.8
-26.0,-71.0,2021-04-01,Anchoveta,50.3
-26.0,-71.0,2024-06-01,Sardina Española,8.5
-26.0,-72.0,2019-08-01,Sardina Común,6.5
-26.0,-73.0,2023-10-01,Anchoveta,5.0
-26.0,-71.0,2024-10-01,Sardina Española,26.5
-26.0,-71.5,2024-07-01,Anchoveta,5.8
-26.0,-72.5,2023-07-01,Sardina Española,5.3
-26.0,-71.0,2021-06-01,Anchoveta,37.1
-26.0,-71.0,2022-03-01,Anchoveta,0.3
-26.0,-71.0,2022-06-01,Anchoveta,63.5
-26.0,-71.0,2022-10-01,Sardina Española,1.8
-26.0,-71.0,2019-06-01,Anchoveta,4.3
-26.0,-72.0,2022-06-01,Anchoveta,521.8
-26.0,-72.5,2022-07-01,Sardina Española,1.3
-26.0,-71.0,2024-06-01,Sardina Común,0.5
-26.0,-71.0,2020-05-01,Jurel,1.0
-26.0,-71.5,2019-05-01,Jurel,262.6
-26.0,-72.0,2024-05-01,Sardina Española,69.0
-26.0,-71.0,2023-11-01,Sardina Española,7.3
-26.0,-71.0,2020-09-01,Jurel,1.5
-26.0,-71.5,2019-06-01,Jurel,371.2
-26.0,-71.0,2020-04-01,Sardina Común,6.8
-26.0,-72.0,2021-07-01,Sardina Española,186.3
-26.0,-72.0,2019-09-01,Anchoveta,5.3
-26.0,-71.0,2024-04-01,Jurel,29.0
-26.0,-72.0,2023-06-01,Sardina Española,222.5
-26.0,-72.0,2022-08-01,Jurel,9.3
-26.0,-71.0,2024-08-01,Sardina Española,1.3
-26.0,-71.0,2024-04-01,Anchoveta,29.0
-26.0,-73.0,2019-08-01,Sardina Común,50.3
-26.0,-71.0,2021-04-01,Sardina Común,50.3
-26.0,-73.0,2019-07-01,Sardina Común,56.0
-26.0,-72.0,2019-05-01,Sardina Española,359.6
-26.0,-71.0,2019-06-01,Jurel,4.3
-26.0,-75.0,2022-09-01,Jurel,3.3
-26.0,-74.0,2019-07-01,Sardina Española,4.2
-26.0,-73.5,2023-11-01,Sardina Común,3.3
-26.0,-71.5,2020-07-01,Anchoveta,14.0
-26.0,-71.5,2024-07-01,Sardina Común,5.8
-26.0,-73.5,2023-10-01,Jurel,3.5
-26.0,-72.5,2022-06-01,Anchoveta,105.2
-26.0,-71.5,2023-06-01,Sardina Común,12.1
-26.0,-72.0,2020-06-01,Anchoveta,22.5
-26.0,-72.0,2019-08-01,Jurel,6.5
-26.0,-72.0,2021-07-01,Sardina Común,232.5
-26.0,-71.5,2020-05-01,Sardina Común,42.0
-26.0,-71.0,2021-04-01,Jurel,50.3
-26.0,-73.5,2021-07-01,Jurel,14.3
-26.0,-71.0,2019-08-01,Sardina Común,16.5
-26.0,-72.0,2019-06-01,Jurel,563.6
-26.0,-73.5,2019-08-01,Sardina Común,9.0
-26.0,-73.0,2021-07-01,Anchoveta,2.0
-26.0,-71.5,2021-06-01,Sardina Española,47.5
-26.0,-73.0,2022-09-01,Sardina Común,7.3
-26.0,-73.5,2023-11-01,Anchoveta,3.3
-26.0,-71.0,2020-06-01,Jurel,130.5
-26.0,-71.0,2022-03-01,Jurel,0.3
-26.0,-71.0,2023-07-01,Sardina Española,15.3
-26.0,-71.5,2020-04-01,Sardina Española,16.3
-26.0,-74.5,2022-09-01,Sardina Común,2.0
-26.0,-73.0,2023-11-01,Sardina Común,4.5
-26.0,-72.0,2020-07-01,Sardina Común,0.5
-26.0,-73.0,2023-06-01,Sardina Común,36.5
-26.0,-71.5,2021-06-01,Anchoveta,170.5
-26.0,-71.5,2022-06-01,Anchoveta,69.1
-26.0,-71.0,2019-10-01,Jurel,8.0
-26.0,-72.0,2020-06-01,Sardina Española,20.8
-26.0,-71.5,2019-05-01,Sardina Común,161.3
-26.0,-71.5,2024-06-01,Jurel,50.8
-26.0,-71.5,2020-05-01,Anchoveta,42.0
-26.0,-72.0,2022-08-01,Anchoveta,9.3
-26.0,-72.0,2021-07-01,Jurel,258.5
-26.0,-72.0,2022-07-01,Sardina Común,22.3
-26.0,-73.0,2021-07-01,Sardina Común,2.0
-26.0,-71.0,2019-06-01,Sardina Española,4.3
-26.0,-71.0,2020-06-01,Anchoveta,130.5
-26.0,-74.5,2019-07-01,Sardina Española,0.8
-26.0,-71.0,2020-06-01,Sardina Común,130.5
-26.0,-71.5,2021-06-01,Sardina Común,170.5
-26.0,-72.0,2024-05-01,Anchoveta,118.5
-26.0,-71.5,2020-05-01,Sardina Española,39.3
-26.0,-72.5,2021-07-01,Anchoveta,62.4
-26.0,-71.5,2024-06-01,Sardina Común,50.8
-26.0,-71.0,2024-04-01,Sardina Común,29.0
-26.0,-72.0,2019-06-01,Sardina Común,503.4
-26.0,-71.0,2024-07-01,Sardina Común,2.3
-26.0,-71.5,2021-04-01,Sardina Común,7.0
-26.0,-73.0,2023-10-01,Sardina Común,5.0
-26.0,-71.0,2019-09-01,Anchoveta,1.3
-26.0,-71.0,2020-09-01,Sardina Común,0.8
-26.0,-71.0,2019-08-01,Anchoveta,16.5
-26.0,-75.0,2022-09-01,Anchoveta,3.3
-26.0,-73.5,2022-09-01,Anchoveta,2.5
-26.0,-71.5,2020-06-01,Anchoveta,98.3
-26.0,-72.5,2021-07-01,Sardina Común,62.4
-26.0,-73.0,2019-07-01,Sardina Española,43.8
-26.0,-71.0,2021-07-01,Jurel,1.8
-26.0,-71.0,2024-08-01,Anchoveta,1.3
-26.0,-71.0,2020-05-01,Sardina Común,1.0
-26.0,-72.0,2024-06-01,Sardina Española,4.5
-26.0,-72.5,2021-07-01,Jurel,52.1
-26.0,-72.5,2020-08-01,Sardina Común,0.5
-26.0,-71.5,2019-08-01,Sardina Común,10.5
-26.0,-71.0,2022-06-01,Sardina Común,63.5
-26.0,-73.0,2021-07-01,Sardina Española,2.8
-26.0,-72.5,2022-06-01,Sardina Común,105.2
-26.0,-71.0,2019-03-01,Sardina Común,0.8
-26.0,-71.0,2021-04-01,Sardina Española,50.3
-26.0,-71.0,2024-10-01,Anchoveta,31.8
-26.0,-71.0,2021-09-01,Sardina Común,7.0
-26.0,-71.5,2019-08-01,Anchoveta,10.5
-26.0,-72.5,2019-06-01,Jurel,74.0
-26.0,-72.5,2019-07-01,Sardina Común,36.2
-26.0,-71.0,2023-11-01,Anchoveta,7.3
-26.0,-73.5,2019-08-01,Jurel,31.3
-26.0,-73.5,2020-08-01,Sardina Común,2.7
-26.0,-71.0,2022-02-01,Jurel,2.6
-26.0,-72.5,2019-07-01,Sardina Española,27.8
-26.0,-71.0,2024-10-01,Jurel,31.8
-26.0,-71.0,2019-08-01,Jurel,30.0
-26.0,-71.0,2021-10-01,Anchoveta,3.0
-26.0,-73.0,2023-11-01,Anchoveta,4.5
-26.0,-71.0,2020-06-01,Sardina Española,68.0
-26.0,-71.0,2020-05-01,Anchoveta,1.0
-26.0,-71.5,2019-08-01,Sardina Española,6.5
-26.0,-73.0,2019-08-01,Anchoveta,50.3
-26.0,-71.0,2019-10-01,Anchoveta,8.8
-26.0,-71.5,2020-04-01,Anchoveta,14.0
-26.0,-73.5,2023-10-01,Sardina Española,1.5
-26.0,-73.0,2023-07-01,Sardina Española,1.3
-26.0,-72.0,2023-06-01,Anchoveta,325.8
-26.0,-72.0,2024-05-01,Jurel,97.8
-26.0,-71.5,2021-04-01,Jurel,7.0
-26.0,-73.5,2019-08-01,Sardina Española,13.5
-26.0,-72.5,2019-06-01,Anchoveta,74.0
-26.0,-71.5,2020-06-01,Sardina Común,98.3
-26.0,-71.0,2024-05-01,Jurel,2.0
-26.0,-71.5,2020-07-01,Jurel,17.8
-26.0,-71.0,2022-02-01,Sardina Común,0.7
-26.0,-75.0,2022-09-01,Sardina Común,3.3
-26.0,-71.0,2022-03-01,Sardina Común,0.3
-26.0,-73.0,2022-09-01,Anchoveta,7.3
-26.0,-72.0,2022-06-01,Jurel,521.8
-26.0,-72.0,2019-09-01,Jurel,5.3
-26.0,-71.0,2020-09-01,Anchoveta,1.5
-25.5,-73.5,2021-07-01,Jurel,64.8
-25.5,-71.0,2019-09-01,Anchoveta,4.3
-25.5,-71.5,2024-05-01,Sardina Común,129.0
-25.5,-72.0,2021-07-01,Sardina Española,20.7
-25.5,-72.0,2024-06-01,Anchoveta,16.0
-25.5,-71.0,2024-10-01,Sardina Española,152.0
-25.5,-71.0,2023-10-01,Sardina Española,49.3
-25.5,-70.5,2024-01-01,Sardina Española,2.8
