lat,lon,date,species,fishing_hours
-52.0,-76.5,2021-05-01,Sardina Española,6.3
-52.5,-74.0,2021-08-01,Jurel,1.0
-55.5,-68.5,2023-10-01,Sardina Española,5.8
-55.5,-67.5,2021-07-01,Sardina Española,0.8
-51.0,-77.0,2023-11-01,Anchoveta,12.0
-51.0,-76.5,2023-05-01,Sardina Común,10.3
-56.0,-68.5,2022-12-01,Sardina Española,0.3
-54.0,-72.0,2024-05-01,Sardina Española,4.0
-54.0,-72.0,2024-08-01,Sardina Común,0.5
-54.5,-73.0,2024-08-01,Anchoveta,0.1
-53.5,-74.0,2021-09-01,Sardina Española,3.0
-55.5,-67.0,2024-12-01,Sardina Española,1.5
-51.0,-76.5,2024-04-01,Jurel,10.5
-56.0,-67.5,2024-11-01,Sardina Española,2.8
-56.0,-67.5,2021-08-01,Sardina Española,0.8
-52.0,-74.0,2022-04-01,Sardina Común,4.5
-53.0,-74.5,2020-03-01,Sardina Española,7.5
-56.0,-67.5,2021-10-01,Sardina Española,1.0
-54.5,-72.5,2023-10-01,Sardina Española,2.0
-55.5,-68.5,2022-10-01,Sardina Española,3.0
-52.5,-74.0,2021-12-01,Anchoveta,2.0
-56.0,-68.0,2022-12-01,Sardina Española,1.8
-51.0,-77.0,2023-05-01,Anchoveta,1.8
-55.5,-67.0,2020-08-01,Sardina Española,1.8
-54.5,-73.5,2024-08-01,Anchoveta,0.7
-53.5,-73.5,2021-07-01,Jurel,0.5
-54.5,-73.0,2024-09-01,Anchoveta,2.3
-51.0,-77.0,2019-11-01,Anchoveta,1.1
-56.0,-67.5,2024-10-01,Sardina Española,4.8
-51.0,-76.5,2023-01-01,Sardina Común,0.8
-56.0,-67.5,2022-08-01,Sardina Española,1.3
-55.5,-68.0,2022-12-01,Sardina Española,7.3
-52.0,-73.0,2022-03-01,Sardina Española,1.5
-52.5,-74.0,2021-09-01,Jurel,0.8
-56.0,-68.0,2022-11-01,Sardina Española,2.5
-52.5,-74.0,2021-09-01,Sardina Común,1.5
-55.5,-67.0,2024-07-01,Sardina Española,11.5
-52.5,-73.5,2022-03-01,Anchoveta,1.0
-56.0,-67.5,2021-09-01,Sardina Española,1.0
-56.0,-67.5,2021-11-01,Sardina Española,2.5
-52.5,-74.0,2021-09-01,Anchoveta,1.5
-52.5,-73.5,2022-03-01,Sardina Española,1.5
-55.5,-67.5,2024-11-01,Sardina Española,6.8
-51.0,-76.5,2024-05-01,Jurel,46.0
-51.5,-76.5,2021-05-01,Sardina Española,14.8
-55.5,-67.5,2024-10-01,Sardina Española,2.3
-56.0,-68.0,2023-12-01,Sardina Española,0.3
-51.0,-76.5,2024-06-01,Sardina Española,9.8
-56.0,-67.5,2020-12-01,Sardina Española,0.5
-52.5,-74.0,2021-12-01,Jurel,1.0
-51.5,-76.0,2021-05-01,Sardina Española,114.5
-55.5,-67.5,2024-12-01,Sardina Española,0.3
-55.5,-68.0,2022-10-01,Sardina Española,0.5
-55.5,-68.5,2022-12-01,Sardina Española,4.5
-51.0,-76.5,2024-04-01,Anchoveta,40.0
-52.0,-73.0,2022-03-01,Sardina Común,1.0
-51.0,-74.5,2023-04-01,Sardina Española,1.3
-53.0,-73.5,2021-07-01,Jurel,2.3
-51.0,-77.0,2023-05-01,Sardina Común,1.8
-53.5,-73.5,2021-07-01,Anchoveta,1.0
-51.0,-76.5,2024-06-01,Anchoveta,9.8
-51.0,-76.5,2024-04-01,Sardina Común,40.0
-51.0,-76.5,2019-11-01,Jurel,24.9
-53.0,-73.5,2021-07-01,Anchoveta,4.5
-54.5,-73.5,2024-10-01,Sardina Común,4.3
-56.0,-68.0,2021-12-01,Sardina Española,0.8
-55.5,-68.5,2021-11-01,Sardina Española,0.3
-54.5,-73.5,2024-09-01,Sardina Común,9.5
-56.0,-67.5,2022-10-01,Sardina Española,0.3
-54.5,-73.5,2024-08-01,Sardina Común,0.7
-55.5,-68.5,2022-09-01,Sardina Española,4.0
-52.0,-73.0,2023-03-01,Sardina Española,2.5
-52.5,-74.0,2021-12-01,Sardina Española,3.0
-51.0,-77.0,2019-11-01,Sardina Común,1.1
-51.0,-76.5,2022-02-01,Sardina Común,22.3
-51.0,-76.5,2024-04-01,Sardina Española,10.5
-52.5,-74.0,2020-04-01,Sardina Española,0.3
-55.5,-67.0,2020-11-01,Sardina Española,0.8
-56.0,-67.5,2022-09-01,Sardina Española,5.3
-52.0,-74.0,2022-04-01,Anchoveta,4.5
-51.0,-76.5,2023-11-01,Anchoveta,64.8
-51.0,-76.5,2024-05-01,Anchoveta,46.0
-54.0,-72.0,2024-08-01,Anchoveta,0.5
-51.0,-76.5,2024-06-01,Sardina Común,9.8
-51.0,-76.5,2023-11-01,Sardina Española,28.3
-56.0,-67.5,2024-08-01,Sardina Española,1.0
-53.5,-73.5,2020-03-01,Sardina Española,7.8
-54.0,-71.5,2023-11-01,Sardina Española,2.5
-52.0,-73.0,2022-03-01,Jurel,0.5
-55.5,-67.5,2024-06-01,Sardina Española,3.0
-56.0,-67.5,2023-12-01,Sardina Española,8.0
-52.5,-73.5,2022-03-01,Sardina Común,1.0
-55.5,-67.0,2024-05-01,Sardina Española,1.0
-51.0,-76.5,2023-11-01,Sardina Común,64.8
-56.0,-67.5,2021-12-01,Sardina Española,1.8
-51.0,-76.5,2024-06-01,Jurel,9.8
-53.5,-74.0,2021-09-01,Anchoveta,2.0
-51.0,-76.5,2023-05-01,Anchoveta,10.3
-55.5,-67.0,2021-07-01,Sardina Española,6.8
-51.0,-76.5,2022-01-01,Anchoveta,17.3
-54.5,-73.5,2024-10-01,Anchoveta,4.3
-55.0,-70.5,2023-11-01,Sardina Española,0.8
-53.5,-74.0,2021-09-01,Sardina Común,2.0
-51.0,-76.5,2023-12-01,Sardina Común,86.3
-55.0,-69.5,2021-09-01,Sardina Española,0.3
-56.0,-68.0,2021-11-01,Sardina Española,0.3
-55.5,-67.5,2020-11-01,Sardina Española,4.0
-56.0,-68.0,2022-07-01,Sardina Española,0.5
-51.0,-76.5,2023-01-01,Anchoveta,0.8
-52.5,-74.0,2021-09-01,Sardina Española,2.3
-56.0,-68.0,2024-10-01,Sardina Española,0.3
-55.5,-67.0,2020-10-01,Sardina Española,1.5
-51.0,-76.5,2024-05-01,Sardina Española,136.2
-52.5,-74.0,2021-12-01,Sardina Común,2.0
-52.0,-73.0,2022-03-01,Anchoveta,1.0
-53.0,-73.5,2021-07-01,Sardina Común,4.5
-56.0,-67.5,2023-10-01,Sardina Española,1.8
-55.5,-68.0,2021-11-01,Sardina Española,0.5
-53.0,-73.5,2021-07-01,Sardina Española,6.8
-53.5,-73.0,2024-11-01,Sardina Común,0.3
-54.0,-72.0,2020-04-01,Sardina Española,1.0
-52.5,-74.0,2021-08-01,Sardina Española,3.0
-55.5,-68.5,2023-12-01,Sardina Española,1.8
-53.5,-73.5,2021-07-01,Sardina Común,1.0
-55.5,-67.5,2020-09-01,Sardina Española,0.3
-55.5,-68.5,2022-08-01,Sardina Española,2.8
-55.5,-67.0,2024-09-01,Sardina Española,3.8
-53.0,-75.0,2020-03-01,Sardina Española,12.5
-53.5,-73.0,2024-11-01,Anchoveta,0.3
-55.5,-68.5,2023-11-01,Sardina Española,1.5
-55.0,-70.0,2021-11-01,Sardina Española,1.8
-54.5,-73.0,2024-08-01,Sardina Común,0.1
-55.5,-67.5,2021-06-01,Sardina Española,1.5
-54.5,-73.0,2024-10-01,Sardina Común,2.0
-52.0,-74.0,2024-07-01,Anchoveta,0.3
-56.0,-68.0,2022-10-01,Sardina Española,0.5
-53.5,-71.0,2022-08-01,Sardina Española,0.3
-55.5,-68.0,2020-10-01,Sardina Española,0.3
-51.0,-76.5,2019-11-01,Anchoveta,24.9
-53.5,-73.5,2021-07-01,Sardina Española,1.5
-51.0,-77.0,2023-11-01,Sardina Común,12.0
-51.0,-77.0,2019-11-01,Jurel,1.1
-56.0,-67.5,2022-07-01,Sardina Española,3.0
-55.5,-67.0,2024-06-01,Sardina Española,1.0
-51.0,-76.0,2024-05-01,Sardina Española,3.0
-56.0,-67.5,2024-06-01,Sardina Española,2.8
-55.5,-68.0,2020-11-01,Sardina Española,0.3
-51.0,-76.5,2023-11-01,Jurel,28.3
-51.0,-76.5,2022-01-01,Sardina Común,17.3
-51.5,-76.5,2024-05-01,Sardina Española,55.5
-56.0,-67.5,2024-12-01,Sardina Española,3.8
-52.0,-74.0,2022-04-01,Jurel,2.3
-52.0,-76.0,2021-05-01,Sardina Española,4.5
-55.0,-68.5,2023-12-01,Sardina Española,1.3
-55.5,-68.5,2021-12-01,Sardina Española,4.8
-53.5,-71.0,2021-04-01,Sardina Española,0.2
-52.0,-73.0,2023-04-01,Sardina Española,6.3
-56.0,-68.0,2024-07-01,Sardina Española,0.3
-52.5,-74.0,2021-08-01,Anchoveta,2.0
-52.0,-74.0,2022-04-01,Sardina Española,6.8
-54.5,-73.0,2024-09-01,Sardina Común,2.3
-54.5,-73.0,2024-10-01,Anchoveta,2.0
-53.5,-74.0,2021-09-01,Jurel,1.0
-51.0,-76.5,2024-05-01,Sardina Común,46.0
-55.5,-67.5,2020-07-01,Sardina Española,0.3
-54.5,-73.5,2024-09-01,Anchoveta,9.5
-51.0,-76.5,2022-02-01,Anchoveta,22.3
-53.5,-71.0,2024-04-01,Sardina Española,6.0
-56.0,-67.5,2023-11-01,Sardina Española,2.0
-53.0,-74.0,2020-04-01,Sardina Española,0.5
-55.5,-67.0,2024-04-01,Sardina Española,7.0
-55.5,-67.0,2021-04-01,Sardina Española,0.3
-52.5,-74.0,2021-08-01,Sardina Común,2.0
-52.5,-73.5,2022-03-01,Jurel,0.5
-51.0,-76.5,2019-11-01,Sardina Común,24.9
-52.0,-74.0,2024-07-01,Sardina Común,0.3
-55.5,-67.5,2021-05-01,Sardina Española,2.5
-56.0,-67.5,2024-07-01,Sardina Española,2.8
-55.5,-68.5,2022-11-01,Sardina Española,3.3
-51.0,-76.5,2023-12-01,Anchoveta,86.3
-50.5,-76.5,2023-06-01,Jurel,115.5
-50.5,-77.0,2023-05-01,Anchoveta,28.8
-50.5,-76.5,2024-01-01,Sardina Común,65.3
-50.5,-76.5,2019-02-01,Sardina Española,54.0
-50.5,-75.5,2020-04-01,Sardina Española,1.3
-50.5,-76.0,2020-03-01,Sardina Española,27.8
-50.5,-77.0,2019-09-01,Sardina Común,6.0
-50.5,-76.5,2019-02-01,Sardina Común,54.0
-50.5,-77.0,2023-12-01,Sardina Común,70.5
-50.5,-76.0,2022-03-01,Sardina Española,3.3
-50.5,-77.0,2023-12-01,Sardina Española,70.5
-50.5,-77.0,2023-12-01,Anchoveta,70.5
-50.5,-76.0,2023-12-01,Sardina Común,44.0
-50.5,-76.0,2023-12-01,Sardina Española,44.5
-50.5,-76.5,2020-03-01,Anchoveta,3.3
-50.5,-76.0,2021-06-01,Sardina Española,0.3
-50.5,-76.0,2024-11-01,Anchoveta,102.5
-50.5,-76.5,2024-05-01,Anchoveta,34.8
-50.5,-76.0,2023-05-01,Sardina Española,37.3
-50.5,-76.5,2019-12-01,Anchoveta,4.3
-50.5,-77.0,2024-05-01,Jurel,8.0
-50.5,-76.5,2024-10-01,Sardina Española,25.0
-50.5,-76.0,2022-11-01,Sardina Española,13.5
-50.5,-77.0,2019-12-01,Jurel,8.8
-50.5,-77.0,2023-11-01,Jurel,38.8
-50.5,-76.5,2019-11-01,Sardina Común,105.6
-50.5,-76.0,2020-11-01,Sardina Común,16.8
-50.5,-76.5,2019-02-01,Anchoveta,54.0
-50.5,-76.0,2023-02-01,Anchoveta,40.0
-50.5,-76.0,2020-08-01,Sardina Común,29.8
-50.5,-77.0,2023-01-01,Jurel,24.7
-50.5,-76.0,2020-02-01,Jurel,0.5
-50.5,-76.0,2020-11-01,Anchoveta,16.8
-50.5,-77.0,2023-11-01,Sardina Española,38.8
-50.5,-76.0,2024-12-01,Sardina Común,3.8
-50.5,-77.0,2023-01-01,Sardina Común,73.4
-50.5,-76.0,2020-01-01,Jurel,37.5
-50.5,-76.0,2024-06-01,Jurel,16.8
-50.5,-76.0,2020-02-01,Sardina Española,0.5
-50.5,-76.0,2020-01-01,Sardina Común,37.5
-50.5,-77.0,2023-05-01,Jurel,5.0
-50.5,-76.5,2023-05-01,Jurel,2.9
-50.5,-76.0,2024-11-01,Sardina Común,102.5
-50.5,-77.0,2022-02-01,Sardina Común,6.8
-50.5,-77.0,2023-05-01,Sardina Común,28.8
-50.5,-76.5,2023-12-01,Anchoveta,164.5
-50.5,-76.0,2023-06-01,Anchoveta,54.0
-50.5,-77.0,2019-11-01,Jurel,39.5
-50.5,-76.5,2024-03-01,Jurel,62.0
-50.5,-77.0,2023-11-01,Anchoveta,44.3
-50.5,-77.0,2024-04-01,Sardina Común,61.3
-50.5,-76.5,2022-01-01,Sardina Común,38.8
-50.5,-77.0,2024-06-01,Sardina Española,13.0
-50.5,-76.5,2024-11-01,Sardina Común,70.8
-50.5,-76.0,2024-12-01,Anchoveta,3.8
-50.5,-76.5,2023-11-01,Jurel,31.8
-50.5,-77.0,2019-12-01,Anchoveta,8.8
-50.5,-76.5,2023-10-01,Sardina Española,164.8
-50.5,-77.0,2024-04-01,Anchoveta,61.3
-50.5,-76.5,2024-06-01,Sardina Común,81.5
-50.5,-76.0,2024-05-01,Anchoveta,8.0
-50.5,-76.5,2022-01-01,Jurel,4.8
-50.5,-76.5,2023-11-01,Sardina Española,31.8
-50.5,-76.5,2023-01-01,Sardina Española,47.0
-50.5,-77.0,2024-01-01,Jurel,7.7
-50.5,-76.5,2024-12-01,Jurel,16.8
-50.5,-76.0,2020-03-01,Anchoveta,1.8
-50.5,-76.5,2024-06-01,Jurel,81.5
-50.5,-76.5,2023-06-01,Anchoveta,115.5
-50.5,-76.5,2024-11-01,Jurel,70.8
-50.5,-77.0,2024-01-01,Anchoveta,7.7
-50.5,-76.0,2022-02-01,Sardina Común,114.0
-50.5,-76.5,2024-12-01,Sardina Española,16.8
-50.5,-76.5,2023-02-01,Sardina Española,61.0
-50.5,-76.0,2024-04-01,Sardina Española,40.3
-50.5,-76.5,2024-11-01,Sardina Española,70.8
-50.5,-76.5,2024-11-01,Anchoveta,70.8
-50.5,-76.5,2024-04-01,Jurel,85.2
-50.5,-76.0,2023-06-01,Jurel,54.0
-50.5,-76.5,2024-03-01,Anchoveta,62.0
-50.5,-75.0,2024-07-01,Sardina Común,0.9
-50.5,-76.0,2024-06-01,Sardina Común,16.8
-50.5,-76.5,2022-02-01,Anchoveta,31.8
-50.5,-76.0,2019-11-01,Sardina Común,8.5
-50.5,-76.5,2023-06-01,Sardina Española,117.5
-50.5,-77.0,2024-06-01,Sardina Común,13.0
-50.5,-77.0,2024-06-01,Anchoveta,13.0
-50.5,-75.0,2024-07-01,Anchoveta,0.9
-50.5,-77.0,2023-09-01,Jurel,1.1
-50.5,-76.5,2024-04-01,Sardina Española,172.2
-50.5,-76.5,2019-03-01,Jurel,39.3
-50.5,-77.0,2024-02-01,Jurel,3.2
-50.5,-77.0,2022-11-01,Sardina Española,9.3
-50.5,-76.0,2024-06-01,Anchoveta,16.8
-50.5,-77.0,2024-04-01,Sardina Española,41.8
-50.5,-76.5,2022-02-01,Sardina Común,31.8
-50.5,-77.0,2022-11-01,Sardina Común,3.5
-50.5,-76.5,2020-01-01,Jurel,64.3
-50.5,-77.0,2022-11-01,Anchoveta,3.5
-50.5,-77.0,2019-11-01,Anchoveta,155.5
-50.5,-76.0,2024-05-01,Jurel,8.0
-50.5,-76.5,2019-02-01,Jurel,54.0
-50.5,-76.5,2023-11-01,Anchoveta,45.3
-50.5,-76.5,2022-01-01,Sardina Española,4.8
-50.5,-76.0,2022-02-01,Anchoveta,114.0
-50.5,-77.0,2020-01-01,Sardina Común,87.3
-50.5,-77.0,2024-02-01,Anchoveta,3.2
-50.5,-77.0,2023-01-01,Anchoveta,73.4
-50.5,-76.0,2020-08-01,Anchoveta,29.8
-50.5,-77.0,2024-03-01,Jurel,5.2
-50.5,-77.0,2024-03-01,Anchoveta,5.2
-50.5,-76.0,2020-02-01,Anchoveta,0.5
-50.5,-76.0,2023-11-01,Sardina Española,22.5
-50.5,-76.0,2024-05-01,Sardina Común,8.0
-50.5,-76.5,2019-12-01,Sardina Común,4.3
-50.5,-76.5,2024-05-01,Sardina Común,34.8
-50.5,-76.5,2019-11-01,Jurel,64.1
-50.5,-76.5,2024-01-01,Jurel,65.3
-50.5,-76.0,2024-06-01,Sardina Española,16.8
-50.5,-76.0,2019-12-01,Anchoveta,5.9
-50.5,-77.0,2020-03-01,Anchoveta,54.5
-50.5,-76.5,2023-02-01,Jurel,61.0
-50.5,-76.5,2024-06-01,Sardina Española,81.5
-50.5,-76.0,2023-01-01,Sardina Española,64.0
-50.5,-77.0,2022-01-01,Sardina Común,71.8
-50.5,-76.5,2019-03-01,Sardina Común,39.3
-50.5,-77.0,2023-09-01,Anchoveta,1.1
-50.5,-76.5,2020-03-01,Sardina Española,12.5
-50.5,-76.0,2020-01-01,Sardina Española,37.5
-50.5,-76.5,2024-06-01,Anchoveta,81.5
-50.5,-76.0,2023-12-01,Jurel,44.0
-50.5,-76.0,2019-12-01,Sardina Común,5.9
-50.5,-76.5,2020-03-01,Sardina Común,3.3
-50.5,-76.0,2023-10-01,Sardina Española,33.5
-50.5,-76.5,2023-12-01,Jurel,83.0
-50.5,-77.0,2022-11-01,Jurel,3.5
-50.5,-77.0,2024-05-01,Anchoveta,8.0
-50.5,-76.5,2024-04-01,Anchoveta,128.5
-50.5,-77.0,2019-09-01,Anchoveta,6.0
-50.5,-76.5,2022-10-01,Sardina Española,28.0
-50.5,-76.0,2024-11-01,Jurel,102.5
-50.5,-76.5,2024-12-01,Sardina Común,16.8
-50.5,-76.5,2023-01-01,Anchoveta,111.8
-50.5,-76.0,2023-01-01,Sardina Común,64.0
-50.5,-76.0,2024-12-01,Jurel,3.8
-50.5,-76.0,2023-06-01,Sardina Española,55.8
-50.5,-77.0,2019-12-01,Sardina Común,8.8
-50.5,-76.0,2020-01-01,Anchoveta,37.5
-50.5,-77.0,2024-05-01,Sardina Común,8.0
-50.5,-76.0,2020-03-01,Jurel,1.8
-50.5,-76.5,2020-01-01,Sardina Común,117.3
-50.5,-76.5,2023-12-01,Sardina Española,131.8
-50.5,-76.5,2023-11-01,Sardina Común,45.3
-50.5,-77.0,2019-11-01,Sardina Común,155.5
-50.5,-77.0,2022-01-01,Anchoveta,71.8
-50.5,-76.5,2024-04-01,Sardina Común,128.5
-50.5,-76.5,2019-03-01,Sardina Española,39.3
-50.5,-76.5,2023-12-01,Sardina Común,164.5
-50.5,-76.0,2024-11-01,Sardina Española,102.5
-50.5,-76.5,2024-12-01,Anchoveta,16.8
-50.5,-77.0,2024-06-01,Jurel,13.0
-50.5,-77.0,2020-03-01,Sardina Común,54.5
-50.5,-76.0,2023-01-01,Jurel,64.0
-50.5,-77.0,2024-04-01,Jurel,41.8
-50.5,-76.5,2019-11-01,Anchoveta,105.6
-50.5,-76.0,2019-12-01,Jurel,5.9
-50.5,-76.0,2020-03-01,Sardina Común,1.8
-50.5,-76.0,2023-06-01,Sardina Común,54.0
-50.5,-76.5,2023-01-01,Jurel,47.0
-50.5,-77.0,2020-01-01,Anchoveta,87.3
-50.5,-76.0,2022-10-01,Sardina Española,3.0
-50.5,-76.5,2024-01-01,Anchoveta,65.3
-50.5,-76.5,2023-06-01,Sardina Común,115.5
-50.5,-77.0,2024-05-01,Sardina Española,8.0
-50.5,-77.0,2023-11-01,Sardina Común,44.3
-50.5,-76.5,2023-05-01,Anchoveta,29.7
-50.5,-76.5,2022-11-01,Sardina Española,109.8
-50.5,-76.0,2024-05-01,Sardina Española,48.8
-50.5,-76.0,2024-12-01,Sardina Española,3.8
-50.5,-77.0,2024-02-01,Sardina Común,3.2
-50.5,-76.5,2024-03-01,Sardina Común,62.0
-50.5,-76.5,2019-03-01,Anchoveta,39.3
-50.5,-76.0,2023-02-01,Sardina Común,40.0
-50.5,-76.5,2022-01-01,Anchoveta,38.8
-50.5,-76.5,2023-01-01,Sardina Común,111.8
-50.5,-76.5,2023-02-01,Sardina Común,61.0
-50.5,-77.0,2024-03-01,Sardina Común,5.2
-50.5,-76.5,2024-05-01,Jurel,34.8
-50.5,-76.5,2020-01-01,Anchoveta,117.3
-50.5,-77.0,2023-12-01,Jurel,70.5
-50.5,-76.5,2019-12-01,Jurel,4.3
-50.5,-76.5,2023-02-01,Anchoveta,61.0
-50.5,-76.0,2023-02-01,Sardina Española,40.0
-50.5,-77.0,2024-01-01,Sardina Común,7.7
-50.5,-76.5,2024-05-01,Sardina Española,59.8
-50.5,-76.0,2020-02-01,Sardina Común,0.5
-50.5,-76.5,2021-06-01,Sardina Española,15.5
-50.5,-76.5,2023-05-01,Sardina Común,29.7
-50.5,-76.0,2019-11-01,Anchoveta,8.5
-50.5,-77.0,2023-09-01,Sardina Común,1.1
-50.5,-76.5,2020-01-01,Sardina Española,64.3
-50.5,-76.0,2023-12-01,Anchoveta,44.0
-50.5,-76.0,2023-02-01,Jurel,40.0
-50.5,-76.0,2023-01-01,Anchoveta,64.0
-50.5,-76.0,2024-10-01,Sardina Española,16.3
-50.5,-77.0,2022-02-01,Anchoveta,6.8
-50.0,-76.5,2019-12-01,Sardina Común,28.8
-50.0,-76.5,2021-12-01,Sardina Común,11.7
-50.0,-75.5,2022-11-01,Sardina Común,2.0
-50.0,-77.0,2024-02-01,Jurel,33.9
-50.0,-74.5,2024-02-01,Sardina Común,4.3
-50.0,-76.0,2023-03-01,Sardina Común,4.0
-50.0,-76.5,2019-02-01,Sardina Común,36.6
-50.0,-76.0,2023-05-01,Jurel,4.0
-50.0,-76.0,2022-01-01,Anchoveta,72.2
-50.0,-76.5,2020-03-01,Jurel,123.8
-50.0,-76.5,2023-12-01,Sardina Común,39.9
-50.0,-76.0,2022-01-01,Sardina Común,72.2
-50.0,-75.5,2020-11-01,Sardina Común,0.5
-50.0,-75.5,2020-11-01,Anchoveta,0.5
-50.0,-76.0,2024-11-01,Sardina Común,16.5
-50.0,-76.5,2023-09-01,Anchoveta,119.3
-50.0,-76.0,2024-05-01,Sardina Española,4.5
-50.0,-77.0,2020-04-01,Anchoveta,10.3
-50.0,-76.5,2022-02-01,Anchoveta,84.3
-50.0,-77.0,2019-12-01,Sardina Común,28.4
-50.0,-77.0,2019-09-01,Sardina Común,125.3
-50.0,-76.5,2022-11-01,Anchoveta,24.0
-50.0,-76.0,2019-11-01,Sardina Común,0.3
-50.0,-76.5,2021-11-01,Sardina Común,65.6
-50.0,-76.5,2024-10-01,Jurel,46.5
-50.0,-76.0,2020-05-01,Sardina Española,0.5
-50.0,-77.0,2021-11-01,Jurel,51.2
-50.0,-77.0,2019-09-01,Anchoveta,125.3
-50.0,-77.0,2022-01-01,Sardina Común,19.8
-50.0,-77.0,2022-01-01,Anchoveta,19.8
-50.0,-77.0,2024-03-01,Jurel,39.3
-50.0,-76.0,2023-10-01,Sardina Española,46.0
-50.0,-76.0,2019-12-01,Jurel,6.5
-50.0,-76.5,2023-10-01,Sardina Española,9.0
-50.0,-76.5,2023-03-01,Anchoveta,42.3
-50.0,-76.5,2020-05-01,Sardina Española,91.3
-50.0,-76.5,2022-02-01,Jurel,84.3
-50.0,-76.5,2022-11-01,Sardina Común,24.0
-50.0,-76.5,2019-11-01,Sardina Española,71.8
-50.0,-76.0,2023-01-01,Anchoveta,16.5
-50.0,-76.5,2023-10-01,Anchoveta,217.1
-50.0,-76.5,2023-09-01,Jurel,119.3
-50.0,-76.0,2020-01-01,Sardina Común,53.8
-50.0,-76.0,2020-03-01,Jurel,35.3
-50.0,-76.5,2020-01-01,Jurel,193.3
-50.0,-76.0,2021-11-01,Jurel,4.3
-50.0,-76.5,2022-01-01,Anchoveta,304.0
-50.0,-77.0,2023-04-01,Anchoveta,65.3
-50.0,-76.0,2023-12-01,Anchoveta,6.0
-50.0,-77.0,2023-05-01,Anchoveta,35.0
-50.0,-76.0,2019-12-01,Sardina Común,6.5
-50.0,-76.5,2023-04-01,Sardina Española,31.5
-50.0,-76.0,2020-11-01,Sardina Común,10.0
-50.0,-77.0,2023-03-01,Jurel,13.0
-50.0,-76.5,2023-04-01,Sardina Común,51.6
-50.0,-76.0,2023-02-01,Sardina Española,15.0
-50.0,-76.0,2023-02-01,Anchoveta,15.0
-50.0,-76.5,2023-05-01,Jurel,25.9
-50.0,-76.5,2023-01-01,Anchoveta,170.4
-50.0,-76.5,2024-01-01,Anchoveta,106.5
-50.0,-76.5,2024-06-01,Sardina Común,25.5
-50.0,-77.0,2023-09-01,Sardina Común,50.3
-50.0,-76.0,2023-06-01,Sardina Común,5.3
-50.0,-76.5,2020-01-01,Sardina Española,193.3
-50.0,-76.5,2024-06-01,Anchoveta,25.5
-50.0,-76.0,2023-11-01,Sardina Española,90.5
-50.0,-76.5,2021-11-01,Anchoveta,65.6
-50.0,-77.0,2023-03-01,Anchoveta,13.0
-50.0,-76.0,2023-01-01,Sardina Española,13.0
-50.0,-76.0,2024-06-01,Anchoveta,8.0
-50.0,-77.0,2020-03-01,Anchoveta,105.3
-50.0,-76.0,2023-04-01,Jurel,0.3
-50.0,-77.0,2020-04-01,Sardina Común,10.3
-50.0,-77.0,2023-10-01,Jurel,6.7
-50.0,-74.5,2024-02-01,Anchoveta,4.3
-50.0,-76.5,2019-11-01,Jurel,74.2
-50.0,-76.5,2023-03-01,Jurel,42.3
-50.0,-76.0,2023-03-01,Jurel,4.0
-50.0,-76.0,2024-10-01,Anchoveta,15.5
-50.0,-76.5,2023-12-01,Jurel,31.7
-50.0,-77.0,2019-11-01,Sardina Común,59.0
-50.0,-76.0,2020-01-01,Jurel,53.8
-50.0,-76.0,2022-02-01,Sardina Común,10.7
-50.0,-76.5,2019-02-01,Sardina Española,36.6
-50.0,-75.5,2022-11-01,Jurel,2.0
-50.0,-76.0,2020-01-01,Anchoveta,53.8
-50.0,-77.0,2022-11-01,Anchoveta,47.1
-50.0,-76.5,2024-02-01,Jurel,79.1
-50.0,-76.5,2022-01-01,Sardina Española,94.0
-50.0,-76.0,2019-12-01,Anchoveta,6.5
-50.0,-77.0,2023-05-01,Jurel,35.0
-50.0,-76.5,2024-11-01,Sardina Común,58.3
-50.0,-76.5,2019-11-01,Anchoveta,74.2
-50.0,-76.0,2023-12-01,Sardina Común,6.0
-50.0,-77.0,2020-01-01,Anchoveta,63.3
-50.0,-76.0,2020-02-01,Sardina Española,5.8
-50.0,-75.5,2023-10-01,Sardina Común,1.0
-50.0,-76.5,2023-01-01,Sardina Española,82.0
-50.0,-76.5,2022-11-01,Jurel,24.0
-50.0,-76.0,2024-06-01,Jurel,8.0
-50.0,-76.0,2024-03-01,Anchoveta,0.3
-50.0,-76.0,2023-03-01,Anchoveta,4.0
-50.0,-76.5,2023-10-01,Jurel,217.1
-50.0,-76.5,2024-04-01,Sardina Española,82.5
-50.0,-77.0,2019-12-01,Jurel,28.4
-50.0,-75.5,2021-11-01,Anchoveta,1.3
-50.0,-77.0,2021-06-01,Sardina Española,2.3
-50.0,-76.5,2024-11-01,Sardina Española,1.0
-50.0,-76.0,2022-01-01,Sardina Española,4.3
-50.0,-76.5,2021-06-01,Sardina Común,54.0
-50.0,-76.5,2023-09-01,Sardina Común,119.3
-50.0,-77.0,2021-06-01,Sardina Común,24.0
-50.0,-76.5,2020-02-01,Sardina Española,141.3
-50.0,-76.5,2023-10-01,Sardina Común,217.1
-50.0,-76.0,2023-04-01,Anchoveta,0.3
-50.0,-76.5,2022-02-01,Sardina Común,84.3
-50.0,-76.0,2023-11-01,Sardina Común,2.4
-50.0,-76.5,2024-03-01,Sardina Común,41.1
-50.0,-76.5,2024-01-01,Sardina Común,106.5
